ADAL,ADLL,2
ADAL,URXL,2
ADAL,AIAL,2
ADAL,AIBL,2
ADAL,AIBR,2
ADAL,ADAL,6
ADAL,RICL,3
ADAL,RICR,1
ADAL,RIPL,4
ADAL,AVJR,11
ADAL,PVPL,1
ADAL,RID,1
ADAL,AVAL,3
ADAL,AVAR,7
ADAL,AVBL,5
ADAL,AVBR,21
ADAL,AVDL,1
ADAL,AVDR,2
ADAL,AVEL,3
ADAL,RIML,9
ADAL,URAVL,1
ADAL,SMDVR,3
ADAL,ADFL,5
ADAL,OLQVL,4
ADAL,ADAR,3
ADAL,PVQL,4
ADAL,AVDR,2
ADAR,ASHR,2
ADAR,URXR,2
ADAR,URYDR,2
ADAR,AIBL,1
ADAR,AIBR,3
ADAR,RIFR,1
ADAR,RIPR,9
ADAR,AVJL,13
ADAR,PVR,6
ADAR,AVAR,8
ADAR,AVBL,8
ADAR,AVBR,15
ADAR,AVDL,2
ADAR,AVDR,3
ADAR,AVEL,1
ADAR,RIMR,15
ADAR,RIVR,5
ADAR,SMDVL,1
ADAR,ADFR,4
ADAR,ASHR,3
ADAR,ADAL,3
ADAR,PVQR,2
ADAR,AVDL,3
ADEL,IL1L,3
ADEL,IL2L,5
ADEL,OLLL,6
ADEL,CEPDL,1
ADEL,ALML,1
ADEL,FLPL,4
ADEL,BDUL,1
ADEL,ADER,5
ADEL,ADAL,1
ADEL,RIAL,2
ADEL,RIFL,1
ADEL,RIGL,18
ADEL,RIGR,15
ADEL,RIH,3
ADEL,RMGL,7
ADEL,URBL,2
ADEL,AVHL,2
ADEL,AVL,1
ADEL,AVAL,7
ADEL,AVAR,9
ADEL,AVDL,2
ADEL,AVEL,3
ADEL,RMDL,11
ADEL,RMER,1
ADEL,RMHL,1
ADEL,RMHR,2
ADEL,RIVL,2
ADEL,RIVR,2
ADEL,SAADR,1
ADEL,SIADR,2
ADEL,SIBVR,2
ADEL,SMBDR,1
ADEL,SMBVL,2
ADEL,VB01,2
ADEL,AINL,2
ADEL,RIGR,1
ADER,ASIR,1
ADER,IL1R,1
ADER,IL2R,1
ADER,OLLR,3
ADER,CEPDR,5
ADER,CEPVR,1
ADER,ALNR,1
ADER,FLPL,1
ADER,FLPR,4
ADER,URXR,2
ADER,ADEL,3
ADER,ADAR,1
ADER,RIAR,1
ADER,RIGL,12
ADER,RIGR,11
ADER,RMGR,5
ADER,URBR,1
ADER,AVJR,1
ADER,AVAL,9
ADER,AVAR,4
ADER,AVDR,5
ADER,AVER,4
ADER,RMDL,1
ADER,RMDR,6
ADER,SMDVR,1
ADER,DBWMR4,1
ADER,ALNR,2
ADER,FLPR,4
ADER,AINR,4
ADER,AVJR,1
ADER,AVKL,4
ADER,PVQR,2
ADFL,ADLL,1
ADFL,AWBL,2
ADFL,AWCR,2
ADFL,AFDL,1
ADFL,URXL,1
ADFL,AUAL,12
ADFL,AIAL,2
ADFL,AIBL,2
ADFL,AIBR,1
ADFL,AIZL,39
ADFL,ADAL,2
ADFL,RIAL,46
ADFL,RIBL,4
ADFL,RIGL,4
ADFL,RIGR,1
ADFL,RIR,4
ADFL,RIVL,1
ADFL,SMBDL,1
ADFL,SMBVL,9
ADFL,SMDVL,1
ADFL,ASHL,1
ADFL,AWCL,1
ADFL,AFDL,3
ADFL,AIZL,1
ADFL,ADAL,5
ADFL,RIAL,1
ADFL,URBL,1
ADFL,RIPL,2
ADFR,ADFR,1
ADFR,ASHR,6
ADFR,AWAR,1
ADFR,AWBR,4
ADFR,AWCR,1
ADFR,AFDR,1
ADFR,OLQVR,1
ADFR,BAGL,6
ADFR,URXR,10
ADFR,URYVR,2
ADFR,AUAR,9
ADFR,AIYR,2
ADFR,AIZR,37
ADFR,ADAR,4
ADFR,RIAR,61
ADFR,RIGR,24
ADFR,RIH,2
ADFR,RIR,7
ADFR,AVHL,1
ADFR,PVPR,1
ADFR,SMBDR,2
ADFR,SMBVR,19
ADFR,ASGR,1
ADFR,AWAR,3
ADFR,AWBR,1
ADFR,AFDR,5
ADFR,AIAR,4
ADFR,ADAR,4
ADFR,RIH,1
ADFR,SMBVR,1
ADFR,SMDVR,2
ADLL,ASEL,1
ADLL,ASER,12
ADLL,ASGL,2
ADLL,ASHL,6
ADLL,AWAL,1
ADLL,AWBL,3
ADLL,AWCL,2
ADLL,OLQVL,2
ADLL,AIAL,19
ADLL,AIBL,26
ADLL,ADAL,1
ADLL,ALA,5
ADLL,RIAL,1
ADLL,RIGL,1
ADLL,RIR,1
ADLL,RIPL,3
ADLL,AVJL,3
ADLL,AVJR,9
ADLL,AVAL,9
ADLL,AVAR,5
ADLL,AVBL,12
ADLL,AVDL,4
ADLL,AVDR,15
ADLL,SMBVL,5
ADLL,ADLR,6
ADLL,AWAL,1
ADLL,RMGL,3
ADLL,AVDR,2
ADLL,HYP,1
ADLR,ADLR,3
ADLR,ASER,2
ADLR,ASHR,4
ADLR,AWCR,7
ADLR,OLQVR,1
ADLR,OLLR,1
ADLR,CEPVR,1
ADLR,URXR,8
ADLR,AIAR,22
ADLR,AIBR,27
ADLR,ADAR,1
ADLR,RICL,1
ADLR,RICR,5
ADLR,RIFR,2
ADLR,URBR,6
ADLR,RIPR,2
ADLR,AVJL,2
ADLR,AVJR,3
ADLR,PVCL,3
ADLR,AVAR,8
ADLR,AVBL,3
ADLR,AVBR,7
ADLR,AVDL,26
ADLR,AVDR,3
ADLR,SIBVL,2
ADLR,SMBVR,5
ADLR,ADLL,6
ADLR,ASGR,1
ADLR,ASKR,1
AFDL,ASEL,1
AFDL,ASER,1
AFDL,AWBL,4
AFDL,AFDL,1
AFDL,AIBL,1
AFDL,AIYL,25
AFDL,AINR,3
AFDL,ADFL,3
AFDL,ASEL,6
AFDL,AFDR,1
AFDL,AIBL,2
AFDL,AIYL,2
AFDL,URBL,9
AFDL,AVEL,1
AFDR,ASEL,1
AFDR,ASER,4
AFDR,AFDL,1
AFDR,AIYR,29
AFDR,ADFR,5
AFDR,ASEL,2
AFDR,ASER,1
AFDR,ASHR,4
AFDR,AWCR,3
AFDR,AFDL,1
AFDR,URBR,2
AFDR,RMDVR,1
AIAL,ADFL,2
AIAL,ADLL,1
AIAL,ASEL,5
AIAL,ASER,10
AIAL,ASGL,1
AIAL,ASHL,1
AIAL,ASJL,4
AIAL,ASKL,9
AIAL,AWCL,1
AIAL,AWCR,6
AIAL,AIBL,35
AIAL,AIZL,4
AIAL,ADAL,1
AIAL,AIML,6
AIAL,RIFL,10
AIAL,RIR,2
AIAL,RMGL,2
AIAL,PVQL,1
AIAL,ASIL,1
AIAL,ASIR,2
AIAL,ASJL,1
AIAL,ASKL,2
AIAL,AWBL,1
AIAL,AWCR,1
AIAL,AIAR,7
AIAL,AIBL,5
AIAR,ADLR,10
AIAR,ASER,5
AIAR,ASGR,5
AIAR,ASIR,2
AIAR,AWAR,4
AIAR,AWCL,6
AIAR,AWCR,6
AIAR,AIBR,33
AIAR,AIZR,2
AIAR,ADAR,4
AIAR,RIFR,10
AIAR,ADFR,4
AIAR,ASGR,3
AIAR,ASHR,1
AIAR,ASIR,3
AIAR,ASKR,1
AIAR,AWAR,3
AIAR,AWCR,1
AIAR,AIAL,7
AIAR,AIAR,2
AIBL,ASHL,1
AIBL,ASHR,3
AIBL,IL2DR,1
AIBL,FLPL,1
AIBL,AIBL,2
AIBL,AIZR,7
AIBL,RIBR,16
AIBL,RIFL,1
AIBL,RIGR,5
AIBL,RMFR,6
AIBL,AVAL,5
AIBL,AVBL,21
AIBL,AVEL,1
AIBL,RIML,1
AIBL,RIMR,56
AIBL,SAADL,6
AIBL,SAADR,10
AIBL,SAAVL,3
AIBL,SIADR,2
AIBL,SIAVR,2
AIBL,SIBDR,3
AIBL,SMDDR,16
AIBL,SMDVR,4
AIBL,ASKL,1
AIBL,AFDL,2
AIBL,FLPL,1
AIBL,SDQR,1
AIBL,AIAL,5
AIBL,AIZR,4
AIBL,RIGR,3
AIBL,RIS,1
AIBL,DVC,2
AIBL,RIMR,1
AIBL,RMED,2
AIBL,SIADR,1
AIBL,SMDDR,1
AIBR,ADLR,1
AIBR,AWCR,1
AIBR,AQR,1
AIBR,AUAL,1
AIBR,AIAR,1
AIBR,AIYR,1
AIBR,RIAL,2
AIBR,RIBL,11
AIBR,RICR,1
AIBR,RIGL,1
AIBR,RMFL,1
AIBR,DVA,1
AIBR,AVAR,2
AIBR,AVBR,13
AIBR,AVEL,4
AIBR,RIML,47
AIBR,RIMR,5
AIBR,SAADL,2
AIBR,SAADR,2
AIBR,SAAVR,1
AIBR,SIADL,1
AIBR,SIBVR,2
AIBR,SMDDL,17
AIBR,SMDVL,7
AIBR,VB01,3
AIBR,ASKR,3
AIBR,AIZL,3
AIBR,RICR,1
AIBR,RIGL,3
AIBR,RIS,3
AIBR,DVC,9
AIBR,PVPL,2
AIBR,PVT,1
AIBR,RIML,2
AIBR,RIVR,3
AIBR,SIAVL,1
AIBR,SMDDL,2
AIML,ASGL,8
AIML,ASJL,2
AIML,ASKL,7
AIML,CEPDL,3
AIML,ALML,1
AIML,URXL,1
AIML,AIAL,11
AIML,RIFL,2
AIML,RMGL,3
AIML,AVFL,5
AIML,AVFR,4
AIML,AVHL,2
AIML,AVHR,1
AIML,AVJL,1
AIML,PVQL,1
AIML,RID,2
AIML,AVDL,1
AIML,SMBVL,4
AIML,ASGL,1
AIML,SIBVR,1
AIMR,ADFR,2
AIMR,ASGR,6
AIMR,ASJR,4
AIMR,ASKR,4
AIMR,OLQDR,1
AIMR,CEPVR,1
AIMR,BDUR,2
AIMR,URXR,5
AIMR,AIAR,10
AIMR,AIMR,1
AIMR,ALA,2
AIMR,RIFR,3
AIMR,RMGR,4
AIMR,AVFL,3
AIMR,AVFR,4
AIMR,AVHR,2
AIMR,AVJR,1
AIMR,PVNR,1
AIMR,AVAR,1
AIMR,AVDR,2
AIMR,RMDR,1
AIMR,HSNL,3
AIMR,HSNR,3
AIMR,ASJR,1
AIMR,CEPVR,1
AIMR,AVKR,3
AIMR,SMBVR,1
AINL,ASEL,1
AINL,ASGR,1
AINL,ASIL,11
AINL,AFDR,10
AINL,CEPVR,2
AINL,BAGL,5
AINL,AUAR,2
AINL,AIAR,1
AINL,RIBL,2
AINL,RIBR,3
AINL,RMFL,1
AINL,RID,2
AINL,RMDVL,3
AINL,SAAVL,3
AINL,ASGR,1
AINL,AUAR,1
AINL,ADEL,2
AINL,AINR,1
AINR,ASEL,1
AINR,ASER,3
AINR,ASGL,1
AINR,AWCL,2
AINR,AFDL,9
AINR,AFDR,3
AINR,CEPDL,2
AINR,BAGR,9
AINR,URXL,2
AINR,URXR,2
AINR,AUAL,1
AINR,AUAR,2
AINR,AIAL,2
AINR,AIBL,2
AINR,AINL,1
AINR,AINR,1
AINR,RIBL,8
AINR,RID,2
AINR,ASGL,1
AINR,ASIL,1
AINR,BAGL,3
AINR,AUAL,3
AINR,ADER,4
AINR,AINL,1
AINR,RIAL,2
AIYL,ASER,1
AIYL,AWAL,14
AIYL,AWCL,5
AIYL,AWCR,3
AIYL,AFDL,2
AIYL,AIBL,3
AIYL,AIZL,67
AIYL,RIAL,51
AIYL,RIBL,42
AIYL,RIH,1
AIYL,RIR,1
AIYL,HSNR,1
AIYL,AFDL,2
AIYL,AIYR,4
AIYL,AVKL,1
AIYL,RIML,5
AIYR,ADFR,1
AIYR,ASEL,2
AIYR,ASER,4
AIYR,ASGR,2
AIYR,AWAR,1
AIYR,AWBR,1
AIYR,AFDR,1
AIYR,BAGR,1
AIYR,AIYL,7
AIYR,AIZR,70
AIYR,AINL,1
AIYR,RIAR,50
AIYR,RIBR,60
AIYR,RIVR,1
AIYR,ASIR,1
AIYR,AUAR,1
AIYR,AIYL,4
AIYR,RIMR,3
AIZL,ADFL,1
AIZL,ASEL,4
AIZL,AWCR,2
AIZL,AFDL,1
AIZL,URYDL,3
AIZL,AIAL,12
AIZL,AIBL,10
AIZL,AIBR,53
AIZL,RIAL,29
AIZL,RICR,11
AIZL,RIGL,4
AIZL,AVKR,4
AIZL,DVA,1
AIZL,AVEL,3
AIZL,AVER,26
AIZL,RIML,35
AIZL,SMBDL,24
AIZL,SMBVL,21
AIZL,SMDVL,3
AIZL,VB02,1
AIZL,VBWML7,1
AIZL,ADFL,1
AIZL,ASGL,3
AIZL,ASHL,2
AIZL,AWAL,3
AIZL,AIBR,3
AIZL,AIZR,18
AIZL,RIGL,1
AIZL,RIH,1
AIZR,ADFR,1
AIZR,ASER,2
AIZR,AWAR,1
AIZR,AWCR,2
AIZR,AIAR,5
AIZR,AIBL,50
AIZR,AIBR,3
AIZR,RIAR,25
AIZR,DVA,3
AIZR,AVEL,28
AIZR,AVER,1
AIZR,RIMR,34
AIZR,SIADR,1
AIZR,SMBDR,17
AIZR,SMBVR,10
AIZR,SMDDR,4
AIZR,ASGR,1
AIZR,ASHR,6
AIZR,AWAR,3
AIZR,AIBL,4
AIZR,AIZL,18
AIZR,SIBVL,1
ALA,ASJR,4
ALA,RIAR,2
ALA,AVAR,3
ALA,AVDR,1
ALA,AVEL,8
ALA,AVER,4
ALA,RMDR,3
ALA,ASJL,2
ALA,ASKR,1
ALA,RID,4
ALA,AVAL,1
ALA,AVER,3
ALA,HSNR,1
ALML,CEPDL,2
ALML,CEPVL,3
ALML,ALML,1
ALML,BDUL,15
ALML,SDQL,2
ALML,AIML,1
ALML,RICL,2
ALML,RICR,3
ALML,RIFL,2
ALML,RMGL,3
ALML,PVCL,11
ALML,PVCR,4
ALML,AVDR,3
ALML,AVEL,3
ALML,RMDDR,1
ALML,SMBDR,2
ALML,AVM,7
ALML,BDUL,23
ALML,RMGL,3
ALML,PVR,3
ALML,RMDDR,2
ALML,SMBDR,1
ALMR,CEPDR,1
ALMR,CEPVR,3
ALMR,BDUR,14
ALMR,URBR,1
ALMR,PVCR,10
ALMR,RMDDL,1
ALMR,SIADL,1
ALMR,SMDDL,1
ALMR,AVM,16
ALMR,BDUR,23
ALMR,SDQR,2
ALMR,PVR,3
ALMR,AVDR,2
ALNL,RIAL,1
ALNL,RMGL,1
ALNL,RMDDR,1
ALNL,RMHL,1
ALNL,SAAVL,8
ALNL,SIADR,1
ALNL,SMBDR,7
ALNL,SMDVL,1
ALNL,SMBDR,3
ALNL,SMDDR,2
ALNL,SMDVL,1
ALNL,HYP,3
ALNR,IL2DR,7
ALNR,ADER,1
ALNR,AVAL,6
ALNR,RIML,5
ALNR,SAAVR,3
ALNR,SMBDL,4
ALNR,SMDDR,1
ALNR,SMDVL,2
ALNR,ADER,2
ALNR,RMGR,1
ALNR,PVR,16
ALNR,SMDDL,1
ANAL,INTL,4
ANAL,INTR,4
ANAL,SPH,4
AQR,BAGL,8
AQR,BAGR,5
AQR,URXL,5
AQR,RIAL,8
AQR,RIAR,4
AQR,RIGL,1
AQR,RIR,1
AQR,AVJL,3
AQR,DVA,6
AQR,PVPL,3
AQR,PVPR,1
AQR,PVCL,1
AQR,PVCR,4
AQR,AVAL,4
AQR,AVAR,6
AQR,AVBL,7
AQR,AVBR,12
AQR,AVDL,3
AQR,AVDR,2
AQR,RIGR,3
AQR,AVKL,7
AQR,AVKR,2
AQR,PVPL,41
AQR,PVPR,61
AQR,AVBL,3
AS01,DA01,8
AS01,DB01,3
AS01,AS01,3
AS01,DD01,2
AS01,VD01,20
AS01,DBWML6,4
AS01,DBWML7,6
AS01,DBWMR6,10
AS01,DBWMR7,10
AS01,FLPR,1
AS01,AVEL,2
AS01,AVER,1
AS01,VA03,3
AS01,VA06,3
AS01,VD02,23
AS02,RID,2
AS02,DB01,1
AS02,DD01,3
AS02,VD02,21
AS02,DBWML7,2
AS02,DBWML8,5
AS02,DBWML9,6
AS02,DBWMR7,3
AS02,DBWMR8,4
AS02,DBWMR9,2
AS02,DA02,2
AS02,VA03,2
AS02,VA04,9
AS03,DA03,1
AS03,VD03,23
AS03,DBWML9,1
AS03,DBWML10,7
AS03,DBWMR9,8
AS03,DBWMR10,5
AS03,AVAR,1
AS04,DA03,2
AS04,DB02,2
AS04,DD01,2
AS04,DD02,4
AS04,VD04,21
AS04,DBWML10,5
AS04,DBWML11,5
AS04,DBWML12,2
AS04,DBWMR11,4
AS04,DBWMR12,5
AS04,DA02,1
AS04,DA03,4
AS05,AS05,3
AS05,VD05,12
AS05,DBWML11,2
AS05,DBWML12,8
AS05,DBWMR12,2
AS05,AVAR,3
AS05,AVBR,2
AS06,DA05,1
AS06,DB04,1
AS06,VD06,20
AS06,DBWML13,2
AS06,DBWML14,3
AS06,DBWMR13,5
AS06,DBWMR14,9
AS06,AVAR,2
AS06,AVBL,1
AS06,AVBR,1
AS06,DA05,5
AS07,VD07,20
AS07,DBWML15,2
AS07,DBWML16,3
AS07,DBWMR15,2
AS07,DBWMR16,3
AS08,VD08,20
AS08,DBWML17,2
AS08,DBWML18,3
AS08,DBWMR17,2
AS08,DBWMR18,3
AS09,VD09,20
AS09,DBWML19,3
AS09,DBWML20,2
AS09,DBWMR19,2
AS09,DBWMR20,3
AS10,VD10,10
AS10,VD11,10
AS10,DBWML20,3
AS10,DBWML21,2
AS10,DBWMR21,3
AS10,DBWMR22,2
AS10,AVHL,1
AS10,AVKL,1
AS10,AVAL,5
AS10,AVAR,2
AS10,AVBL,1
AS10,DA07,1
AS10,DA09,1
AS10,DB07,1
AS10,VA12,3
AS10,HYP,7
AS11,DD06,6
AS11,VD12,20
AS11,VD13,4
AS11,DBWML21,3
AS11,DBWML22,2
AS11,DBWMR22,3
AS11,DBWMR23,2
AS11,AVFL,2
AS11,AVG,1
AS11,AVHL,3
AS11,AVHR,17
AS11,AVKL,1
AS11,DVA,1
AS11,DVB,4
AS11,PVPL,6
AS11,AVAR,3
AS11,DA08,1
AS11,PDB,4
AS11,VA11,1
AS11,VB11,1
AS11,HYP,31
ASEL,ADFR,1
ASEL,ASER,2
ASEL,ASJL,1
ASEL,AWBL,1
ASEL,AWCL,16
ASEL,AWCR,11
ASEL,AFDR,3
ASEL,IL2R,1
ASEL,OLLR,1
ASEL,AIAL,6
ASEL,AIBL,16
ASEL,AIBR,13
ASEL,AIYL,32
ASEL,AIYR,21
ASEL,AIZL,1
ASEL,RIAR,2
ASEL,RIR,1
ASEL,ASGL,3
ASEL,AWCL,1
ASEL,AWCR,2
ASEL,AFDL,6
ASEL,AFDR,2
ASER,ADLL,4
ASER,ADLR,1
ASER,ASEL,3
ASER,ASHR,2
ASER,ASKL,1
ASER,AWAR,1
ASER,AWCL,1
ASER,AWCR,1
ASER,AFDL,2
ASER,AFDR,3
ASER,AIAL,8
ASER,AIAR,4
ASER,AIBL,4
ASER,AIBR,32
ASER,AIYL,9
ASER,AIYR,38
ASER,AIZL,1
ASER,ASGR,3
ASER,AWBR,1
ASER,AFDR,1
ASER,PVQR,1
ASGL,ASKL,2
ASGL,AIAL,46
ASGL,AIBL,17
ASGL,AINR,2
ASGL,ASEL,3
ASGL,AWBL,1
ASGL,AIZL,3
ASGL,AIML,1
ASGL,AINR,1
ASGL,RIVL,2
ASGR,ASER,3
ASGR,AIAR,51
ASGR,AIBR,20
ASGR,AIYR,1
ASGR,RIFR,14
ASGR,ADFR,1
ASGR,ADLR,1
ASGR,ASER,3
ASGR,ASIR,4
ASGR,AWCR,2
ASGR,AIAR,3
ASGR,AIZR,1
ASGR,AINL,1
ASHL,ADFL,6
ASHL,ADLL,6
ASHL,ASKL,1
ASHL,URXL,2
ASHL,AIAL,24
ASHL,AIBL,13
ASHL,AIZL,3
ASHL,ADAL,2
ASHL,RIAL,9
ASHL,RIR,4
ASHL,RIPL,4
ASHL,AVFL,2
ASHL,AVHR,2
ASHL,AVAL,15
ASHL,AVAR,1
ASHL,AVBL,14
ASHL,AVDL,7
ASHL,AVDR,20
ASHL,RIML,4
ASHL,HSNL,2
ASHL,ADFL,1
ASHL,ASHR,7
ASHL,ASKL,18
ASHL,AIZL,2
ASHL,RICL,5
ASHL,RMGL,3
ASHR,ADFR,3
ASHR,ADLR,13
ASHR,ASHR,2
ASHR,AWAR,1
ASHR,AWBL,1
ASHR,AIAR,28
ASHR,AIBR,7
ASHR,ADAR,5
ASHR,RIAR,3
ASHR,RMGR,6
ASHR,AVHL,1
ASHR,PVPR,1
ASHR,PVCL,3
ASHR,AVAR,10
ASHR,AVBR,6
ASHR,AVDL,27
ASHR,AVDR,2
ASHR,AVER,7
ASHR,SMBVR,7
ASHR,HSNL,4
ASHR,HSNR,5
ASHR,ASHL,7
ASHR,ASKR,2
ASHR,AFDR,4
ASHR,AIAR,1
ASHR,AIZR,6
ASHR,ADAR,3
ASHR,RICR,4
ASHR,RMGR,3
ASHR,AVHL,2
ASHR,AVAR,2
ASHR,AVER,1
ASIL,ADFL,1
ASIL,ASER,8
ASIL,ASGL,3
ASIL,ASKL,3
ASIL,AWAR,2
ASIL,AWCL,3
ASIL,AWCR,4
ASIL,CEPVR,1
ASIL,AIAL,2
ASIL,AIBL,3
ASIL,AIYL,3
ASIL,AIYR,2
ASIL,AIZL,1
ASIL,RIAL,3
ASIL,RIBL,1
ASIL,RMFL,1
ASIL,SAAVL,2
ASIL,AIAL,1
ASIL,AINR,1
ASIR,ADLR,1
ASIR,ASEL,2
ASIR,ASER,2
ASIR,ASGR,3
ASIR,ASHR,2
ASIR,AWAR,1
ASIR,AWCL,2
ASIR,AWCR,5
ASIR,CEPVR,1
ASIR,AIAL,1
ASIR,AIAR,4
ASIR,AIBR,3
ASIR,ASGR,4
ASIR,AIAL,2
ASIR,AIAR,3
ASIR,AIYR,1
ASJL,ASJR,1
ASJL,ASKL,12
ASJL,ASKR,1
ASJL,CEPDL,1
ASJL,ALA,3
ASJL,PVQL,34
ASJL,HSNL,1
ASJL,HSNR,1
ASJL,ASJR,7
ASJL,IL2L,1
ASJL,AIAL,1
ASJL,ALA,2
ASJL,PVQL,1
ASJL,RIVL,1
ASJR,ASKR,12
ASJR,PVQR,19
ASJR,HSNR,1
ASJR,ASJL,7
ASJR,AIMR,1
ASJR,PVQR,5
ASKL,ASER,4
ASKL,ASJL,1
ASKL,AIAL,29
ASKL,AIBL,9
ASKL,AIML,5
ASKL,ASHL,18
ASKL,ASKR,9
ASKL,AIAL,2
ASKL,AIBL,1
ASKL,AVHL,8
ASKL,PVQL,8
ASKL,HSNL,1
ASKR,ADLR,3
ASKR,ASER,1
ASKR,ASGR,1
ASKR,AWAR,2
ASKR,CEPVR,2
ASKR,AIAL,1
ASKR,AIAR,35
ASKR,AIBR,2
ASKR,AIMR,5
ASKR,ALA,1
ASKR,RIFR,1
ASKR,HSNL,1
ASKR,ADLR,1
ASKR,ASHR,2
ASKR,ASKL,9
ASKR,ASKR,2
ASKR,AIAR,1
ASKR,AIBR,3
ASKR,ALA,1
ASKR,RMGR,1
ASKR,AVHR,10
ASKR,PVQR,25
ASKR,HSNR,3
AUAL,ADFL,1
AUAL,BAGR,3
AUAL,URXL,1
AUAL,AIBR,1
AUAL,AIYL,1
AUAL,AIZL,2
AUAL,RIAL,21
AUAL,RIBL,35
AUAL,DVA,2
AUAL,AVAL,11
AUAL,AVDR,2
AUAL,AVEL,9
AUAL,AWBL,4
AUAL,AWCL,1
AUAL,AUAR,2
AUAL,AINR,3
AUAL,RMDVL,2
AUAR,BAGL,1
AUAR,URXR,5
AUAR,AIYR,1
AUAR,AIZR,2
AUAR,AINL,1
AUAR,AINR,1
AUAR,RIAR,22
AUAR,RIBR,31
AUAR,AVAR,3
AUAR,AVER,13
AUAR,AWBR,3
AUAR,URXR,3
AUAR,AUAL,2
AUAR,AIYR,1
AUAR,AINL,1
AVAL,RIAL,3
AVAL,PVNL,1
AVAL,PVCL,21
AVAL,PVCR,16
AVAL,AVAR,12
AVAL,AVBL,2
AVAL,AVDL,3
AVAL,AVDR,2
AVAL,AVEL,1
AVAL,AVER,2
AVAL,LUAL,6
AVAL,LUAR,2
AVAL,SABVL,2
AVAL,DA01,6
AVAL,DA02,10
AVAL,DA03,12
AVAL,DA04,12
AVAL,DA05,14
AVAL,DA07,4
AVAL,DA08,5
AVAL,DA09,3
AVAL,DB07,2
AVAL,AS02,2
AVAL,AS04,2
AVAL,AS05,6
AVAL,AS07,6
AVAL,AS08,6
AVAL,AS09,11
AVAL,AS10,5
AVAL,AS11,8
AVAL,VA01,2
AVAL,VA02,8
AVAL,VA03,6
AVAL,VA04,7
AVAL,VA05,7
AVAL,VA06,8
AVAL,VA07,7
AVAL,VA08,7
AVAL,VA09,7
AVAL,VA10,9
AVAL,VA11,6
AVAL,VA12,5
AVAL,PVDR,6
AVAL,URYDL,2
AVAL,URYVR,2
AVAL,PHCL,1
AVAL,PHCR,3
AVAL,ALA,1
AVAL,AVJL,7
AVAL,AVJR,4
AVAL,PVNL,1
AVAL,PVPL,1
AVAL,PVPR,2
AVAL,PVCL,5
AVAL,PVCR,15
AVAL,AVAR,18
AVAL,AVDL,7
AVAL,AVDR,9
AVAL,AVEL,2
AVAL,LUAL,2
AVAL,LUAR,2
AVAL,RIMR,11
AVAL,SABD,7
AVAL,SABVR,8
AVAL,DA01,2
AVAL,DA02,7
AVAL,DA03,6
AVAL,DA04,2
AVAL,DA05,2
AVAL,DA06,4
AVAL,DA07,10
AVAL,DA08,8
